"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"4341","RIVER BARNADI NEAR BRIDGE, NH-52, DUMUNICHOWKI
KAMRUP","ASSAM","18","32","5.0","9.8","6.8","7.8","128","176","2.0","2.6","0.60","1.40","620","910","1400","2000","210","290"
"2240","RIVER BARAK AT D/S OF SILCHAR, ASSAM","ASSAM","20","25","5.2","6.2","7.0","7.4","103","130","2.1","2.4","0.60","1.20","730","1400","1500","2700","210","460"
"1423","RIVER BARAK RIVER AT PANCHAGRAM , ASSAM","ASSAM","19","22","6.0","6.2","7.2","7.4","104","146","2.0","2.6","0.60","0.90","610","1100","1200","2100","210","290"
"4649","RIVER MANU AT MANUBAZAR","TRIPURA","25","32","5.2","5.9","6.8","7.5","128","181","1.2","1.8","0.80","1.10","43","94","150","350","",""
"4650","RIVER MANU AT CHAILENGTA","TRIPURA","24","31","5.2","5.8","6.7","7.5","125","177","1.1","1.6","0.70","1.10","43","84","150","350","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2878","RIVER THONGJAOROK AT THONGJAOROK BRIDGE","MANIPUR","20","31","7.1","7.5","7.2","7.4","170","260","3.2","3.5","","","30","50","90","120","",""
"2242","RIVER KUSHIARA AT KARIMGANJ, ASSAM","ASSAM","19","24","5.5","6.4","6.8","7.4","102","156","2.2","2.4","0.60","1.00","620","910","1100","2000","210","290"
"2880","RIVER NAMBUL AT BISHNUPUR","MANIPUR","19","31","7.1","7.4","6.9","7.4","170","210","3.2","3.4","","","70","100","160","220","",""
"3107","RIVER DIHING AT MIAO (U/S OF NOA DIHING)","ARUNACHAL
PRADESH","17","30","6.4","9.1","7.3","8.2","67","207","1.0","2.4","","","","","","","",""
"3095","RIVER SENKI AT CHANDRANAGAR, ITANAGAR, (U/S OF
PACHIN RIVER)","ARUNACHAL
PRADESH","16","31","5.0","10.2","7.7","8.2","111","948","1.0","3.6","","","","","","","",""
"3096","RIVER DIKRONG AT NIRJULI (U/S)","ARUNACHAL
PRADESH","20","32","4.3","9.4","6.8","8.8","147","1450","1.0","6.5","0.32","0.32","2","2","2","2","2","2"
"3777","RIVER DORIKA NEAR MSW DUMPING SITE, SIVASAGAR","ASSAM","14","31","5.0","6.8","6.7","7.9","102","134","1.7","2.6","0.80","1.30","730","1100","1500","2800","270","420"
"3105","RIVER GAI NADI, NEAR HSS LIKABALI (D/S)","ARUNACHAL
PRADESH","20","31","7.0","9.2","2.0","7.9","121","224","1.0","2.9","","","","","","","",""
"1261","RIVER SUBANSIRI AT GERUKAMUKH (BEFORE
CONFLUENCE WITH RIVER BRAHMAPUTRA)","ASSAM","19","27","7.1","10.5","6.8","7.9","104","178","2.0","2.5","0.60","1.20","360","1100","730","2100","120","290"
"3097","RIVER SUBANSIRI AT GERUKAMUKH","ARUNACHAL
PRADESH","19","31","6.8","9.2","7.2","8.8","85","235","1.0","2.0","","","","","","","",""
"3098","RIVER SIANG AT RANAGHAT, NEAR RCC BRIDGE,
PASIGHAT(U/S)","ARUNACHAL
PRADESH","17","31","5.7","9.4","7.5","8.1","106","166","1.0","3.5","","","","","","","",""
"4342","RIVER BARALIA (NEAR CHATPUJA GHAT) RANGIA,
KAMRUP","ASSAM","18","33","5.3","9.8","6.8","8.1","127","222","2.0","2.7","0.60","0.90","620","940","1400","2000","210","290"
"4343","RIVER BURALIA (NEAR BRIDGE ALONG NH-31) NALBARI","ASSAM","18","33","5.5","10.4","7.0","7.9","110","194","2.0","2.5","0.60","1.20","620","920","1400","2000","210","290"
"2888","RIVER CHATHE AT BRIDGE NEAR CIHSR","NAGALAND","19","33","6.9","7.8","7.0","8.3","96","248","1.5","1.8","0.40","2.50","","","","","",""
"2891","DZUCHA RU","NAGALAND","16","29","6.6","7.2","7.1","8.0","140","250","1.5","1.8","0.50","6.10","","","","","",""
"2889","DZUDZA RU BELOW HYDRO PROJECT STATION","NAGALAND","14","29","7.1","7.9","7.3","8.1","80","190","1.4","1.8","0.40","7.40","","","","","",""
"2892","KHA RU ADJOINING MUNICIPAL COUNCIL SWM SITE","NAGALAND","16","29","6.5","7.2","7.2","8.2","130","873","1.4","1.8","0.50","5.40","","","","","",""
"2893","RIVER DZUCHA CONFLUENCE OF DZUCHA AND KHA RU","NAGALAND","15","29","6.7","7.1","7.2","8.1","170","740","1.4","1.9","0.40","5.10","","","","","",""
"2228","GELA BEEL AT DERGAON, ASSAM","ASSAM","18","33","5.0","8.2","6.8","7.3","120","198","1.8","2.7","0.60","1.20","620","1100","1300","2100","210","290"
"4719","RIVER TORSA D/S OF GHUGHUMARI","WEST BENGAL","19","31","6.7","8.2","6.8","7.9","101","162","1.0","2.5","0.30","1.75","1400","30000","3000","50000","26","350"
"4724","RIVER TORSA AT HASIMARA","WEST BENGAL","15","28","7.2","8.8","6.3","7.9","80","140","1.0","2.6","0.30","2.02","1100","7000","7000","22000","17","110"
"2238","RIVER BEKI AT NH-37 CROSSING AT BARPETA ROAD,
ASSAM","ASSAM","15","30","5.3","5.7","6.9","7.6","128","166","2.0","2.6","0.70","1.20","300","1100","720","2000","95","290"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3108","RIVER BERENG AT CHOWKHAM","ARUNACHAL
PRADESH","18","28","6.6","8.8","7.5","7.9","87","1697","1.0","3.5","","","","","","","",""
"1527","RIVER BHOGDOI AT JORHAT , ASSAM","ASSAM","16","31","6.3","7.5","6.7","7.8","122","208","1.9","2.5","0.70","1.20","730","1100","1100","2800","270","420"
"3769","RIVER BHOGDOI (PUJADUBI GHAT) INTAKE POINT OF
URBAN WATER SUPPLY, JORHAT","ASSAM","16","31","6.6","8.5","6.7","7.8","128","240","1.8","2.9","0.70","1.20","300","730","730","1500","110","280"
"1258","RIVER JHANJI AT N.H. CROSSING JORHAT, ASSAM","ASSAM","15","32","6.0","8.0","6.9","7.8","100","180","1.9","2.5","0.70","1.20","300","910","730","1500","110","340"
"2063","RIVER JIA BHARALI AT BISWANATH CHARALI, SONITPUR","ASSAM","14","25","6.6","8.0","6.8","7.7","106","140","2.0","2.7","0.70","1.40","300","720","910","1400","120","240"
"2239","RIVER SANKOSH DHUBRI, ASSAM","ASSAM","18","31","5.2","5.6","6.8","7.5","126","156","2.0","2.5","0.80","1.20","300","1100","730","2000","120","290"
"2890","SANUO RU BELOW NEW SECRETARIAT","NAGALAND","15","30","6.9","7.8","7.5","8.4","130","843","1.5","1.8","0.50","10.60","","","","","",""
"2233","RIVER BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR,
ASSAM","ASSAM","20","34","5.5","8.0","6.8","7.9","116","164","2.0","2.6","0.60","1.20","600","1100","1500","2100","210","290"
"3377","RIVER MYNTANG AT NARTIANG","MEGHALAYA","15","20","7.0","8.2","6.8","7.6","36","50","1.4","2.4","0.32","0.44","4","31","140","350","2","6"
"3378","RIVER MYNTANG AT MYNSO","MEGHALAYA","15","20","7.1","8.6","6.7","7.0","40","56","1.0","1.6","0.33","0.56","2","4","17","48","2","2"
"3380","RIVER DAMRING (KRISHNAI RIVER) AT RESUBELPARA","MEGHALAYA","15","24","6.9","7.8","6.7","7.3","58","74","1.2","1.8","0.32","0.42","11","45","350","630","2","12"
"3381","RIVER MANDA (DUDHNOI RIVER) AT JAMGE,","MEGHALAYA","15","25","6.7","8.0","6.7","7.0","68","81","1.3","2.1","0.32","0.50","14","45","280","630","2","10"
"3382","RIVER MANDA (DUDHNOI RIVER) AT WAGEASI","MEGHALAYA","15","24","6.8","7.7","6.8","7.5","52","68","1.3","2.3","0.32","0.42","6","61","240","790","2","8"
"4313","RIVER WAIKHRWI AT MOOPALA","MEGHALAYA","14","20","6.7","7.4","2.8","3.2","683","945","1.0","1.5","0.32","0.32","2","2","2","2","2","2"
"2232","RIVER KOHORA AT N.H. CROSSING, KOHORA, ASSAM
(BRAHMAPUTRA)","ASSAM","19","34","6.5","10.1","7.0","7.5","118","160","1.8","2.7","0.60","1.20","620","1100","1500","2100","210","290"
"4314","RIVER KWAI AT SUTNGA, JALAPHET","MEGHALAYA","15","20","6.7","7.9","3.1","4.0","200","303","1.0","1.5","0.32","0.33","2","2","2","11","2","2"
"4113","RIVER DAMRING AT BOLDAMGRE","MEGHALAYA","16","25","7.2","7.8","6.8","7.4","65","81","1.3","1.9","0.32","0.47","6","23","220","540","2","13"
"4319","RIVER UMIUREM AT LALE","MEGHALAYA","15","25","7.0","8.1","3.5","4.4","126","312","1.0","1.6","0.32","5.31","2","2","2","2","2","2"
"4320","RIVER KUPLI AT LOOSKI","MEGHALAYA","15","22","6.6","7.6","3.4","4.2","130","245","1.0","1.6","0.32","0.40","2","2","2","4","2","2"
"4321","RIVER KUPLI AT KHANDONG","MEGHALAYA","14","25","6.7","7.7","3.4","4.7","122","236","1.0","1.7","0.32","0.34","2","2","2","2","2","2"
"1929","RIVER CHATHE NEAR ICAR, MEDZIPHEMA","NAGALAND","16","28","6.9","7.9","6.8","8.0","102","463","1.3","1.7","0.50","2.20","","","","","",""
"1930","RIVER DZU AT DZU BRIDGE","NAGALAND","16","29","6.9","7.9","7.4","8.2","139","490","1.4","1.8","0.40","9.60","","","","","",""
"2894","RIVER MILAK AT BORBORA WARD, TULI","NAGALAND","17","29","7.0","7.6","6.9","8.1","70","304","1.0","1.2","0.50","3.60","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2895","RIVER MILAK AT PAPER NAGAR, TULI","NAGALAND","16","30","7.0","7.6","6.7","8.1","62","280","1.0","1.2","0.40","3.20","","","","","",""
"1802","RIVER DIKCHU BEFORE CONFLUENCS WITH RIVER
TEESTA NEAR NHPC HYDROELECTRIC POWER PROJECT
DIKCHU","SIKKIM","9","20","7.6","8.6","7.0","7.8","74","127","1.2","2.2","1.10","2.50","10","34","30","52","",""
"1803","RIVER MANEY KHOLA AT BURTUK NEAR ARMY BASE
CAMP, 4 KM U/S OF GANGTOK","SIKKIM","12","26","7.5","8.6","7.0","7.9","76","129","1.4","2.3","1.00","17.20","15","45","34","60","",""
"1804","RIVER MANEY KHOLA AFTER CONFLUENCS WITH RAY
KHOLA AT ADAMPOOL AFTER MEETING WASTE OF STP,
GANGTOK","SIKKIM","13","22","6.5","8.1","6.7","7.6","112","184","2.0","2.9","1.90","4.90","41","84","61","126","",""
"1805","RIVER AFTER CONFLUENCE OF RANICHU AND RORACHU
AT RANIPOOL","SIKKIM","13","22","7.0","8.4","7.1","7.9","113","164","1.7","2.4","1.30","3.30","24","68","27","96","",""
"1806","RIVER RANICHU BEFORE CONFLUENCE WITH TEESTA AT
SINGTAM, SIKKIM","SIKKIM","14","22","7.4","8.3","7.0","7.8","111","174","1.7","2.3","1.30","3.90","25","74","48","86","",""
"1801","RIVER TEESTA AFTER CONFLUENCS OF RIVERS
LACHENCHU AND LACHUNGCHU AT CHUNGTHANG","SIKKIM","9","19","7.2","8.5","7.0","7.8","92","138","1.4","2.3","1.20","2.30","11","30","31","84","2","21"
"1807","RIVER TEESTA AFTER CONFLUENCS WITH RANICHU AT
SINGTAM","SIKKIM","14","23","7.4","8.4","7.0","7.6","115","174","1.6","2.3","1.20","4.00","31","61","33","75","",""
"1808","RIVER TEESTA AFTER CONFLUENCS WITH RONGPOCHU
AFTER MEETING THE INDUSTRIAL EFFLUENTS FROM THE
TOWN RANGPO","SIKKIM","14","24","7.6","8.3","7.1","8.0","121","170","2.0","2.4","1.20","3.40","27","68","29","85","",""
"1809","RIVER TEESTA AT MELLI DOWNSTREAM MELLI","SIKKIM","15","24","7.4","8.9","7.1","7.8","119","172","2.0","2.4","1.70","2.50","31","56","48","84","",""
"5556","River Teesta At Mamring Below Mamring
Bridge,Namchi, Dist , Sikkim","SIKKIM","13","25","7.4","8.2","7.0","7.5","46","166","1.8","2.4","2.00","4.30","24","56","44","80","",""
"5557","River Teesta At Bardang Below Attc, Pakyong Dist","SIKKIM","13","26","7.4","8.4","6.9","7.5","43","161","2.0","2.3","1.90","4.10","24","57","28","77","",""
"2034","RIVER RANGIT AT DAM SITE (NHPC)","SIKKIM","15","24","7.9","8.3","7.0","7.9","109","152","1.4","2.3","1.10","3.80","21","51","42","82","",""
"2035","RIVER RANGIT AT LEGSHIP","SIKKIM","15","26","7.4","8.5","7.0","7.9","114","161","1.6","2.3","1.40","4.00","26","61","44","84","",""
"2036","RIVER RANGIT AT RESHI","SIKKIM","15","25","7.3","8.4","6.9","7.6","121","157","1.9","2.3","1.40","3.60","27","71","51","88","",""
"2037","RIVER RANGIT AT JORETHANG","SIKKIM","13","23","7.5","8.2","7.0","7.7","124","170","1.9","2.5","1.60","3.90","26","73","32","85","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2038","RIVER RANGIT AT TRIVENI MELLI","SIKKIM","15","24","7.4","8.2","7.1","7.6","124","160","1.8","2.7","1.60","3.50","27","59","49","80","",""
"5553","River Rangit At Upstream Of Dam , Rangit Stage-Iv Reshi
Nhpc Reshi Soreng,Dist","SIKKIM","15","26","7.4","8.2","6.9","7.8","46","156","1.9","2.4","1.50","4.20","25","58","48","78","",""
"5554","River Rangit At Jorethang (Majigoan), Namchi","SIKKIM","14","26","7.6","8.2","7.0","7.9","42","153","1.6","2.5","1.70","4.00","24","55","47","83","",""
"5555","River Rangit At Manpur(Below Industrial Area),Namchi
Dist Sikkim","SIKKIM","12","26","7.2","8.3","7.0","7.7","47","148","2.0","2.4","1.80","3.50","26","65","43","75","",""
"5281","RIVER RANGPO U/S DAM SITE","SIKKIM","12","24","7.6","8.4","7.1","7.8","118","153","1.6","2.6","1.40","3.90","26","61","48","84","",""
"5282","RIVER RANGPO D/S DAM SITE","SIKKIM","12","24","7.5","8.4","7.1","7.6","132","158","1.9","2.5","1.70","3.90","25","69","53","85","",""
"5283","RIVER RONGLI U/S DAM SITE","SIKKIM","13","24","7.9","8.3","7.0","7.8","112","152","1.2","2.5","1.30","3.40","26","64","50","86","",""
"5284","RIVER RONGLI D/S DAM SITE","SIKKIM","12","24","7.4","8.2","7.0","7.6","35","156","1.9","2.4","1.30","3.90","24","69","48","85","",""
"5285","RIVER RANGPO AT POWER HOUSE D/S OF GATI
INFRASTRUCTURE PVT. LTD.","SIKKIM","11","24","7.4","8.4","7.0","7.7","32","152","1.5","2.3","1.60","4.20","27","64","51","84","",""
"5286","RIVER RANGPO AT U/S OF RORATHANG BAZAR (ABOVE
SWISS GARNIER)","SIKKIM","12","24","7.4","8.3","7.1","7.8","29","152","1.7","2.3","1.90","4.10","26","69","51","88","",""
"5287","RIVER RANGPO AT D/S OF RORATHANG BRIDGE","SIKKIM","12","25","7.2","8.3","7.0","7.6","28","147","1.4","2.3","2.00","4.60","27","64","49","81","",""
"5288","RIVER RANGPO AT D/S OF PHARMA PLANT KUMREK","SIKKIM","11","24","7.5","8.2","6.8","7.5","29","164","1.4","2.6","2.10","4.30","22","64","53","86","",""
"5289","RIVER RANGPO AT D/S OF POWER HOUSE OF MADHYA
BHARAT","SIKKIM","12","22","7.2","8.3","7.0","7.8","31","170","1.7","2.3","2.00","4.40","24","63","43","87","",""
"3099","RIVER LOHIT AT ALUBARI (D/S)","ARUNACHAL
PRADESH","18","28","5.5","8.9","7.6","7.9","63","251","1.0","3.4","","","","","","","",""
"3100","RIVER NAMCHIK AT KHARSANG","ARUNACHAL
PRADESH","19","31","6.0","8.7","7.2","8.3","65","167","1.0","3.0","","","","","","","",""
"3101","RIVER KAMENG AT TIPPI, BHALUKPONG (U/S)","ARUNACHAL
PRADESH","20","21","4.5","9.8","7.2","8.2","77","855","1.0","2.4","","","","","","","",""
"3103","RIVER PACHIN AT NAHARLAGUN (BELOW BARAPANI
BRIDGE), (D/S OF RIVER SENKI)","ARUNACHAL
PRADESH","21","32","4.5","9.4","7.2","8.3","125","152","1.0","3.0","","","","","","","",""
"3104","RIVER POMA AT POMA","ARUNACHAL
PRADESH","15","29","7.0","9.2","7.6","8.4","49","80","1.0","2.9","","","","","","","",""
"3106","RIVER DIBANG AT ROING (U/S)","ARUNACHAL
PRADESH","17","29","7.0","8.8","7.3","8.3","91","165","1.0","3.9","","","","","","","",""
"3109","RIVER NOA DIHING AT NAMSAI, (D/S OF DIHING)","ARUNACHAL
PRADESH","18","29","5.0","8.8","7.4","8.3","79","238","1.0","3.0","","","","","","","",""
"3110","RIVER YOMGO AT AALO (U/S)","ARUNACHAL
PRADESH","20","25","7.0","9.6","7.6","8.1","98","1028","1.2","1.4","","","","","","","",""
"3111","RIVER RANGANADI AT YAZALI (NEEPCO-RHEP)","ARUNACHAL
PRADESH","16","30","4.4","10.2","7.4","8.3","36","156","1.0","1.8","","","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1299","RIVER BRAHMAPUTRA AT JOGIGHOPA NEAR BRIDGE,
ASSAM","ASSAM","19","29","5.7","7.2","7.0","7.6","142","158","2.0","2.7","0.60","1.60","730","1100","1100","2400","210","290"
"1531","RIVER MORA BHARALI AT TEZPUR, ASSAM","ASSAM","19","32","3.7","7.5","6.8","7.8","130","178","3.1","3.4","0.70","1.40","300","1100","720","2000","95","290"
"2059","RIVER KOLONG AT MARIGAON, ASSAM","ASSAM","19","29","5.0","7.9","6.8","7.7","90","198","2.0","2.6","0.60","1.70","720","1100","1100","2100","210","290"
"2060","RIVER MANAS AT NH-31 CROSSING, BARPETA DISTRICT,
ASSAM","ASSAM","18","32","5.1","5.5","6.8","7.6","128","160","1.9","2.4","0.70","1.20","360","730","910","1500","150","240"
"2061","RIVER KHARSANG B/C WITH BURIDIHING NEAR
KHARSANG (ASSAM-ARUNANCHAL BORDER), ASSAM","ASSAM","20","31","5.5","10.4","7.0","7.9","128","176","1.8","2.6","0.60","1.00","620","1500","1300","2100","210","290"
"2065","RIVER PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI,
ASSAM","ASSAM","17","34","6.7","9.9","6.9","8.0","128","238","2.1","2.7","0.70","2.50","720","1100","1400","2100","210","290"
"2068","RIVER KATHAKAL U/S AT MATIJURI, DIST. HAILAKANDI,
ASSAM","ASSAM","21","24","5.0","6.6","7.2","7.4","104","140","2.1","2.5","0.70","1.00","730","1100","1500","2100","240","290"
"2229","RIVER KUNDLI AT KUNDLI/ SAPAKHOWA, SADIA, ASSAM","ASSAM","17","30","6.0","9.7","6.9","7.7","134","200","2.0","2.6","0.60","1.10","620","1100","1100","2300","210","290"
"2234","RIVER RANGA NADI D/S OF HYDEL PROJECT, ASSAM","ASSAM","19","32","5.0","7.6","7.0","7.9","128","174","1.8","2.4","0.60","1.10","360","730","910","1600","150","240"
"2235","RIVER PANCHNOI AT NH-52 CROSSING, ORANG, ASSAM","ASSAM","16","28","5.0","7.2","7.0","7.8","92","150","1.8","2.5","0.60","1.40","360","930","910","1600","120","240"
"2236","RIVER KAPILI AT DHARMTUL BRIDGE, NH-31,
MORIGAON, ASSAM","ASSAM","19","30","5.0","8.3","7.0","7.6","92","146","1.9","2.6","0.60","1.40","360","910","910","2000","120","290"
"2237","RIVER KOLONG AT U/S OF ANANDARAM DEKIAL
PHUKAN BRIDGE, NAGAON, ASSAM","ASSAM","18","30","4.7","7.8","6.6","7.3","112","150","1.9","2.8","0.60","1.60","720","1100","1500","2100","210","290"
"2241","RIVER SONAI AT SONAI, ASSAM","ASSAM","21","24","5.2","5.9","7.1","7.3","102","118","1.9","2.6","0.60","1.20","300","910","930","2000","95","290"
"3760","RIVER BAROI NEAR BRIDGE AT NH-52, BISWANATH
DISTRICT","ASSAM","18","30","5.6","7.3","6.8","7.9","100","146","2.0","2.4","0.70","1.60","300","910","910","1500","95","290"
"3765","RIVER BEGA MG ROAD, MANGALDOI","ASSAM","18","32","1.8","6.5","7.0","7.5","120","176","3.1","3.4","0.80","1.20","910","1100","1900","2100","240","290"
"3767","RIVER NUWA NOI NEAR BRIDGE OVER BOINAOJA PARA,
MANGALDOI","ASSAM","19","32","5.3","9.7","7.0","7.8","88","132","2.0","2.7","0.70","1.20","600","730","1100","1600","210","240"
"3768","RIVER KAKODONGA AT NH-37 CROSSING","ASSAM","17","32","5.4","7.2","6.7","8.0","102","144","2.0","2.5","0.70","1.20","300","910","730","2100","110","290"
"3773","RIVER TOWKAK AT SONARI","ASSAM","16","34","6.0","7.9","6.9","7.9","96","134","1.7","2.3","0.60","1.10","360","910","730","2100","140","340"
"3774","RIVER SUFFRY AT MAIBELLA","ASSAM","16","34","5.7","7.9","6.6","6.9","98","216","1.6","2.6","0.70","1.30","300","730","730","1100","100","270"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3780","RIVER SESSA NEAR SESSA TINIALI, NH BRIDGE,
DIBRUGARH","ASSAM","18","29","5.2","8.9","6.8","7.4","106","136","2.1","2.7","0.70","1.40","360","730","730","1600","120","240"
"3784","RIVER TINGRAI NEAR TINSUKIA MSW DUMPING SITE,
ITAKHOLA","ASSAM","19","31","5.6","10.2","6.8","7.6","102","148","1.8","2.4","0.60","1.60","360","1100","910","2100","150","290"
"3788","RIVER JIADHAL KUMOTIYA RIVER NEAR JIADHAL BRIDGE,
DHEMAJI","ASSAM","18","29","5.9","9.5","6.8","7.5","122","182","1.8","2.5","0.60","1.20","360","730","1100","1400","120","240"
"3791","RIVER KALIANI NEAR KANAIGHAT BRIDGE, KANAIGHAT","ASSAM","18","33","6.3","10.9","6.9","7.6","90","152","2.0","2.5","0.70","1.40","620","1100","1400","2000","210","290"
"3796","RIVER KUJI (NEAR NEW BOGAGIGAON) NEAR WATER
INTAKE POINT FOR NF RAILWAY","ASSAM","20","30","5.2","5.5","6.7","7.5","142","178","2.0","2.7","0.60","1.20","600","730","1200","1900","210","240"
"3797","RIVER MANAS (SANTOSHPUR) NEAR LENGTISINGA","ASSAM","19","33","5.0","5.6","6.8","7.5","122","162","1.9","2.6","0.80","1.20","620","730","1100","1600","210","240"
"3799","RIVER KILLING IN MORIGAON DISTRICT","ASSAM","17","29","5.1","10.0","7.0","7.8","76","96","1.8","2.6","0.60","1.20","600","730","1100","1600","120","240"
"3803","RIVER MADHURA AT MADHURAGHAT, CACHAR","ASSAM","18","23","5.3","5.9","7.0","7.2","100","146","2.2","2.8","0.60","1.20","600","910","1100","2000","210","240"
"3810","RIVER KULSI AT CHAYGAON NEAR NH37 CROSSING","ASSAM","17","31","7.1","10.4","6.9","7.6","80","198","2.2","2.7","0.60","1.20","720","1400","1100","2100","210","460"
"3811","RIVER PUTHIMARI NEAR PUTHIMARI CHOWK AT NH
CROSSING","ASSAM","18","32","6.8","10.5","7.1","8.1","126","274","2.0","2.4","0.60","1.20","600","1100","1300","2100","210","290"
"4344","RIVER TIHU (NEAR BRIDGE ALONG NH-31) TIHU,
NALBARI","ASSAM","17","30","5.7","9.6","7.0","8.0","112","212","2.0","2.6","0.60","1.00","730","940","1500","1900","210","290"
"4345","RIVER SINGRA (NEAR BRIDGE ALONG NH-37) BOKO,
KAMRUP","ASSAM","16","31","7.1","9.3","6.8","7.6","86","136","2.0","2.6","0.60","1.20","620","1400","1200","2000","210","490"
"5135","RIVER AIE NEAR RAKHALDUBI DIST., BONGAIGAON,
ASSAM","ASSAM","19","32","5.1","5.6","6.7","7.6","120","140","2.0","2.6","0.70","2.10","300","940","720","2000","95","290"
"5138","RIVER, TUNIA U/S BRPL, DHALIGAON, DIST. CHIRANG,
ASSAM","ASSAM","19","30","5.0","5.4","7.0","7.6","105","146","2.0","2.5","0.60","1.00","620","1400","1300","2600","210","460"
"5139","RIVER JAMUNA AT DOBOKA NEAR BRIDGE, DIST. HOJAI","ASSAM","19","33","5.0","10.0","6.9","7.6","86","132","1.9","2.5","0.60","1.20","360","1100","910","2100","120","290"
"5140","RIVER BONDANJAN, SLUICE GATE, BIRKUCHI NARENGI
TINIALI, KHARGHULI, NO. 2","ASSAM","19","32","0.3","5.9","7.0","7.6","120","242","2.1","3.4","0.80","1.40","1400","2000","2400","3500","290","460"
"5141","RIVER BASISTHA BASISTHA CHARIALI, NUTAN BAZAAR,
GUWAHATI","ASSAM","19","29","3.9","8.9","6.8","7.8","120","158","2.0","3.0","0.70","1.80","1400","1600","2400","3400","460","460"
"5142","RIVER PAMOHI GACHUK, PAMOHI ROAD, GUWAHATI","ASSAM","19","30","2.2","5.6","6.8","7.4","168","260","2.2","3.4","0.70","1.70","1100","1500","2100","2800","290","460"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
